index,NDCCode,count,AverageIngredientCost,AverageQuantity,DrugLabel
20639,76204020030.0,84,8.623095238095235,180.0,ALBUTEROL NEB 0.083%
141,6003220.0,84,51.5210714285714,9.416666666666666,STROMECTOL
19671,68382006516.0,84,14.512857142857136,84.28571428571429,SIMVASTATIN TAB 5MG
11727,45802040109.0,83,111.2409638554218,124.33734939759036,CICLOPIROX SHA 1%
280,8084402.0,83,471.04614457831326,57.83132530120482,PROTONIX
15959,60505025303.0,83,76.35096385542165,77.74698795180723,CLOPIDOGREL
11142,42858030301.0,83,99.07566265060241,135.53012048192772,HYDROMORPHON TAB 8MG
19089,68001026405.0,83,42.7992771084338,52.40963855421687,BUPROPN HCL TAB 300MG XL
2634,143913005.0,83,36.31445783132529,70.12048192771084,GEMFIBROZIL
6216,591354601.0,83,53.26385542168678,29.650602409638555,BUT/ASA/CAF/ CAP COD 30MG
13245,51672126403.0,83,117.43771084337347,67.95180722891567,FLUOCINONIDE OIN 0.05%
13789,51991083810.0,83,42.07722891566263,70.16867469879519,CYPROHEPTAD TAB 4MG
6112,591271960.0,83,303.7248192771086,63.6144578313253,METFORMIN TAB 500MG ER
16146,60505328006.0,83,109.06710843373492,116.96385542168674,LEVETIRACETAM ER
16756,62756044604.0,83,8.122409638554219,98.67469879518072,CARISOPRODOL TAB 350MG
6215,591354376.0,83,68.68385542168674,97.92771084337349,BUPROPION TAB 150MG
18620,67253014150.0,83,5.563614457831324,26.349397590361445,AMOXICILLIN CAP 500MG
4632,378488401.0,83,71.48963855421681,53.493975903614455,VENLAFAXINE HCL
12071,47781060730.0,83,99.34457831325304,42.16867469879518,DISULFIRAM TAB 250MG
19331,68180028101.0,83,98.1677108433735,81.5421686746988,ETHAMBUTOL TAB 400MG
7975,955101510.0,83,1049.9142168674705,16.80722891566265,ENOXAPARIN INJ 150MG/ML
19348,68180030709.0,83,31.32927710843375,47.71084337349398,LOSARTAN POT TAB 25MG
9455,16714069301.0,83,24.40686746987953,8.891566265060241,FLUCONAZOLE TAB 200MG
5032,406048401.0,83,8.099879518072292,34.48192771084337,ACETAMINOPHEN-CODEINE
5848,574200830.0,83,49.373373493975876,42.65060240963855,NYSTOP POW 100000
5334,472012645.0,83,229.24590361445775,47.16867469879518,ADAPALENE GEL 0.3%
12686,50419045204.0,83,139.88783132530102,7.951807228915663,CLIMARA DIS 0.1MG
4446,378343393.0,83,798.581927710844,50.31325301204819,ARMODAFINIL TAB 250MG
395,23915660.0,83,607.9946987951806,64.33734939759036,TAZORAC CRE 0.1%
20145,68645021154.0,83,12.228795180722898,104.09638554216868,GLYBURIDE TAB 5MG
10889,42192070810.0,83,8.742168674698798,9.74698795180723,ANTIPY/BENZO SOL OTIC
17687,65162018810.0,83,9.711204819277109,50.8433734939759,NAPROXEN TAB 250MG
11445,43547036111.0,83,36.376867469879535,58.265060240963855,LOSARTAN POT TAB 50MG
997,69421066.0,83,389.30927710843366,11.325301204819278,VIAGRA
8928,13811068030.0,83,474.38132530120475,34.373493975903614,ARIPIPRAZOLE TAB 5MG
1320,85132201.0,83,344.6401204819276,82.04819277108433,CLARINEX-D 12 HOUR
15503,59762172001.0,83,100.25903614457829,49.51807228915663,EPLERENONE TAB 50MG
15564,59762374101.0,83,7.505421686746991,49.06024096385542,MEDROXYPR AC TAB 5MG
4369,378265801.0,83,35.13927710843373,79.6987951807229,MORPHINE SUL TAB 15MG ER
372,23361525.0,83,144.92650602409637,3.1325301204819276,ZYMAXID SOL 0.5%
8703,13310011901.0,83,224.79240963855415,45.18072289156626,COLCRYS
4573,378425491.0,83,52.80963855421687,40.6144578313253,LAMOTRIGINE TAB 200MG
11622,45802002683.0,82,121.4287804878049,38.52439024390244,AZELASTINE SPR 0.15%
4818,378661005.0,82,99.93817073170743,91.09756097560975,OXYBUTYNIN TAB 10MG ER
18762,67544051080.0,82,15.8729268292683,181.46341463414635,OMEPRAZOLE CAP 20MG
18078,65862014301.0,82,64.97341463414634,153.29268292682926,CARVEDILOL TAB 6.25MG
10173,29300013010.0,82,23.13390243902437,51.65853658536585,HYDROCHLOROTHIAZIDE
17918,65628007010.0,82,82.41987804878052,321.219512195122,FIRST-OMEPRA SUS 2MG/ML
19638,68382003410.0,82,14.59341463414633,34.390243902439025,VENLAFAXINE HCL ER 37.5 MG CAP
18885,67877022405.0,82,25.270609756097556,125.1219512195122,GABAPENTIN CAP 400MG
15509,59762181002.0,82,7.768902439024383,70.95121951219512,PAROXETINE TAB 20MG
20254,68682030210.0,82,68.27439024390246,128.41463414634146,PYRIDOSTIGM TAB 60MG
18344,65976010001.0,82,2118.421097560976,26.182926829268293,ARESTIN MIS 1MG
12543,50111091801.0,82,61.91085365853657,52.21951219512195,TORSEMIDE TAB 100MG
4126,378092493.0,82,161.13304878048768,38.646341463414636,BUPRENORPHIN SUB 8MG
5026,406036605.0,82,21.892317073170734,45.28048780487805,HYDROCO/APAP TAB 7.5-325
18289,65862060201.0,82,631.0685365853656,42.53658536585366,MODAFINIL TAB 200MG
12040,47781023005.0,82,105.18560975609755,71.28048780487805,OXYCOD/APAP TAB 10-325MG
18051,65862008201.0,82,56.7941463414634,169.46341463414635,GLYBURIDE-METFORMIN HC
4467,378354593.0,82,25.077073170731705,35.46341463414634,MIRTAZAPINE TAB 45MG
19652,68382005005.0,82,26.466341463414633,72.09756097560975,MELOXICAM TAB 7.5MG
12891,50474059866.0,82,1166.7648780487805,203.0487804878049,KEPPRA XR TAB 500MG
15525,59762234006.0,81,29.892222222222237,43.7037037037037,DOXAZOSIN TAB 4MG
17273,64376065501.0,81,31.773456790123458,82.87654320987654,METHIMAZOLE
15549,59762371901.0,81,4.175802469135803,73.79012345679013,ALPRAZOLAM TAB 0.25MG
15123,58980015010.0,81,6.971851851851854,39.08641975308642,HYPERCARE SOL 20%
8592,11917001487.0,81,10.629135802469134,54.19753086419753,INSULIN SYRINGE
3478,193654621.0,81,16.92962962962963,187.65432098765433,BAYER MICRLT MIS LANCETS
18614,67253001341.0,81,80.40172839506167,68.14814814814815,CEFDINIR SUS 250/5ML
4685,378537501.0,81,28.160617283950614,30.91358024691358,DOXEPIN HCL CAP 75MG
6643,603385525.0,81,7.4861728395061675,45.55555555555556,HYDROCHLOROTHIAZIDE
12315,49884043001.0,81,165.32617283950626,34.91358024691358,DEXMETHYLPH CAP 30MG ER
6676,603390021.0,81,44.2669135802469,115.93827160493827,HYDROCORT TAB 10MG
12353,49884060411.0,81,761.7007407407415,47.407407407407405,LAMOTRIGINE TAB 250MG ER
6769,603465532.0,81,70.52271604938271,42.629629629629626,MONTELUKAST SODIUM
5708,555088202.0,81,39.2111111111111,69.5925925925926,HYDROXYUREA CAP 500MG
3903,378002301.0,81,13.802592592592589,80.49382716049382,DILTIAZEM TAB 30MG
5730,555100916.0,81,126.07024691358014,7.074074074074074,CLONIDINE DIS 0.1/24HR
2241,93775698.0,81,185.52728395061746,70.44444444444444,FENOFIBRATE TAB 145MG
3278,185041005.0,81,59.457777777777764,84.0,BUPROPION TAB 100MG SR
6707,603421202.0,81,8.556172839506171,80.55555555555556,LISINOPRIL TAB 20MG
12651,50383078130.0,81,15.054567901234563,35.18518518518518,LIDOCAINE GEL 2% JELLY
11875,45963055830.0,81,105.67777777777782,37.69135802469136,VALACYCLOVIR TAB 500MG
9748,23155006501.0,81,12.36086419753087,22.419753086419753,METRONIDAZOL TAB 500MG
19810,68382033405.0,81,17.056296296296303,35.25925925925926,TRAMADL/APAP TAB 37.5-325
1134,74712613.0,81,796.0422222222219,182.96296296296296,DEPAKOTE ER TAB 500MG
1514,93073410.0,81,12.136172839506173,120.37037037037037,METOPROL TAR TAB 100MG
17792,65162069179.0,81,169.3091358024692,60.27160493827161,ONDANSETRON SOL 4MG/5ML
18080,65862014401.0,81,81.41407407407408,162.03703703703704,CARVEDILOL TAB 12.5MG
6098,591261201.0,81,48.09604938271604,106.90123456790124,HYDROCO/APAP TAB 10-325MG
17758,65162054210.0,81,59.99320987654322,90.14814814814815,POT CHLORIDE CAP 10MEQ ER
9877,24090049684.0,81,76.99148148148157,21.88888888888889,TIROSINT
3912,378004001.0,81,43.56950617283954,79.34567901234568,CLORAZ DIPOT TAB 7.5MG
13286,51672129203.0,81,188.54259259259257,61.666666666666664,HC VALERATE OIN 0.2%
4273,378191277.0,81,9.611358024691356,207.5185185185185,CLONAZEPAM TAB 1MG
11717,45802036853.0,81,172.1598765432099,13.222222222222221,IMIQUIMOD CRE 5%
9409,16714061201.0,80,16.801749999999984,34.325,SERTRALINE TAB 50MG
1421,93005101.0,80,71.41462499999993,89.625,CARVEDILOL
1793,93444301.0,80,90.46975,124.8,GABAPENTIN TAB 600MG
19310,68180022006.0,80,92.84362500000003,58.875,RABEPRAZOLE TAB 20MG
9631,17478020810.0,80,37.216749999999955,5.0625,KETOROLAC SOL 0.4%
13484,51862001206.0,80,21.703374999999987,35.25,MICROGESTIN TAB FE 1/20
7687,781751787.0,80,794.6011249999999,89.325,BUDESONIDE SUS 1MG/2ML
7541,781570110.0,80,107.27025000000012,80.0625,LOSARTAN POT TAB 50MG
17560,64764070201.0,80,518.6773750000002,62.25,PREVPAC
4210,378157591.0,80,286.4984999999998,90.75,PIOGLITA/MET TAB 15-850MG
2119,93735505.0,80,49.232125,65.425,FINASTERIDE TAB 5MG
19321,68180024108.0,80,19.275500000000008,8.5625,LEVOFLOXACIN TAB 500MG
15117,58914030180.0,80,505.48687500000017,31.5,RECTIV OIN 0.4%
12859,50458064065.0,80,728.3483750000004,84.125,TOPAMAX TAB 50MG
6792,603499828.0,80,11.077875000000002,41.5,OXYCOD/APAP TAB 5-325MG
7272,781236301.0,80,141.52287500000006,33.5125,METHYLPHENID CAP 30MG ER
19447,68180048802.0,80,90.91399999999994,50.625,PRAVASTATIN SODIUM
11440,43547035950.0,80,22.147875000000013,58.2,METFORMIN TAB 1000MG
15980,60505059801.0,80,10.450874999999993,5.6875,TIMOLOL MALEATE
3512,228207610.0,80,4.427124999999998,49.1375,TEMAZEPAM CAP 15MG
13027,51079029966.0,80,4.520250000000003,47.4375,CLONIDINE TAB 0.1MG
344,9540001.0,80,311.4186250000002,172.2,NICOTROL INH
19980,68462024860.0,80,93.56887500000006,57.75,RANITIDINE HCL
18590,66993089749.0,80,108.27125000000005,51.375,AUG BETAMET OIN 0.05%
4717,378575001.0,80,13.423999999999998,44.35,KETOPROFEN CAP 75MG
2091,93729253.0,80,90.31025,9.8875,LEVOFLOXACIN
12335,49884053411.0,80,765.0505000000003,57.875,MODAFINIL TAB 100MG
3116,173080409.0,80,6522.8992499999995,100.6875,VOTRIENT TAB 200MG
7452,781531501.0,80,120.29974999999995,36.25,ZOLPIDEM ER TAB 6.25MG
2028,93719856.0,80,31.642750000000028,34.9875,FLUOXETINE HCL
1834,93515001.0,80,63.13787499999997,85.0875,MOEXIPRIL TAB 15MG
9153,16714007104.0,80,32.57425000000005,126.2,BACLOFEN TAB 10MG
6589,603295721.0,80,8.252749999999999,110.15,CLONIDINE TAB 0.1MG
13361,51672400101.0,80,15.061874999999997,80.275,NORTRIPTYLIN CAP 10MG
2144,93738101.0,80,42.11412499999993,53.1375,VENLAFAXINE HCL
19655,68382005201.0,80,12.998749999999996,86.9,WARFARIN TAB 1MG
4726,378602389.0,80,71.50649999999996,25.35,DOXYCYC MONO TAB 100MG
3964,378018310.0,79,12.373037974683536,84.07594936708861,PROPRANOLOL TAB 20MG
3908,378003201.0,79,9.89582278481013,134.81012658227849,METOPROL TAR TAB 50MG
5546,527169505.0,79,21.260379746835444,35.22784810126582,BUT/APAP/CAF TAB
5699,555083502.0,79,13.805189873417735,46.78481012658228,WARFARIN TAB 10MG
4746,378612001.0,79,207.81189873417708,69.59493670886076,DILTIAZEM CAP 120MG ER
16351,61314023710.0,79,20.983544303797473,12.784810126582279,CROMOLYN SOD SOL 4% OP
8683,13107007401.0,79,69.6792405063292,59.89873417721519,AMPHET/DEXTR TAB 30MG
18589,66993089715.0,79,92.80227848101268,29.430379746835442,AUG BETAMET OIN 0.05%
19984,68462025301.0,79,41.5025316455696,75.9746835443038,ROPINIROLE TAB 0.25MG
17403,64679072502.0,79,154.96088607594936,146.65822784810126,DIVALPROEX TAB 500MG ER
9262,16714035801.0,79,103.86645569620254,327.1392405063291,LEVETIRACETA SOL 100MG/ML
1420,93005001.0,79,10.216582278481022,60.77215189873418,APAP/CODEINE TAB 300-15MG
10008,24478019010.0,79,361.93025316455714,108.9873417721519,QUILLIVANT SUS 25MG/5ML
4379,378269501.0,79,21.277974683544294,39.11392405063291,AMITRIPTYLINE HCL
7497,781542664.0,79,53.64734177215187,14.215189873417721,RIZATRIPTAN TAB 10MG ODT
6119,591278886.0,79,131.1048101265822,75.0,TIZANIDINE CAP 2MG
12182,49702020613.0,79,1656.1784810126599,41.392405063291136,EPZICOM TAB 600-300
1904,93553756.0,79,183.51075949367083,41.392405063291136,ESZOPICLONE TAB 1MG
15354,59746033990.0,79,24.544683544303798,57.34177215189873,LOSARTAN/HCT TAB 100-25
4544,378408301.0,79,197.44392405063292,29.82278481012658,DEXMETHYLPHE CAP 20MG ER
779,54372763.0,79,14.871898734177208,154.08860759493672,PROPRANOLOL SOL 20MG/5ML
3783,299595030.0,79,104.06936708860768,30.379746835443036,TRI-LUMA CRE
12556,50222050247.0,79,772.2915189873422,3.1265822784810124,PICATO GEL 0.015%
13368,51672400302.0,79,14.832784810126602,89.40506329113924,NORTRIPTYLIN CAP 50MG
8420,10370021009.0,79,166.7305063291139,41.392405063291136,FENOFIBRIC CAP 135MG DR
8655,13107002001.0,79,20.523291139240495,60.44303797468354,HYDROCO/APAP TAB 7.5-325
5018,406036201.0,79,19.371012658227865,72.9620253164557,HYDROCO/APAP TAB 10-660MG
1199,78035752.0,79,272.41025316455693,266.8354430379747,TRILEPTAL SUS 300MG/5M
2705,143995120.0,79,7.8893670886075995,16.734177215189874,AMOXICILLIN TAB 875MG
8508,10702005650.0,79,10.42202531645571,27.911392405063292,OXYCODONE TAB 10MG
10191,29300016815.0,79,38.75215189873414,115.58227848101266,TIZANIDINE TAB 2MG
4836,378689701.0,79,97.48278481012657,58.29113924050633,AMLOD/BENAZP CAP 5-20MG
19681,68382006905.0,79,23.47886075949367,48.278481012658226,SIMVASTATIN TAB 80MG
2844,168030915.0,79,79.21696202531642,25.455696202531644,DESONIDE OIN 0.05%
7686,781751687.0,79,349.8151898734176,90.07594936708861,BUDESONIDE SUS 0.5MG/2
1959,93613932.0,79,601.3972151898731,2.3164556962025316,DIAZEPAM GEL 20MG
3457,187519050.0,79,391.0746835443035,52.77215189873418,BENZACLIN GEL 1-5%PUMP
1145,74918990.0,79,163.50886075949353,43.860759493670884,TRILIPIX CAP 135MG
13531,51862029206.0,79,22.797848101265807,39.34177215189873,MICROGESTIN TAB FE1.5/30
4139,378105301.0,79,22.718101265822778,66.18987341772151,ENALAPRIL TAB 10MG
10206,29300022701.0,79,12.556075949367091,20.0,METRONIDAZOL TAB 500MG
9915,24208044335.0,79,311.35227848101266,4.810126582278481,LOTEMAX OIN 0.5%
6678,603396721.0,78,20.694230769230767,68.65384615384616,HYDROXYZ HCL TAB 10MG
4852,378699152.0,78,62.822051282051234,155.69230769230768,ALBUTEROL NEB 0.63MG/3
1727,93314501.0,78,9.835641025641033,36.782051282051285,CEPHALEXIN CAP 250MG
19380,68180038306.0,78,157.64423076923066,62.51282051282051,TRAMADOL HCL TAB 100MG ER
12236,49884009902.0,78,621.3092307692301,103.84615384615384,PROPAFENONE CAP 225MG ER
13821,52244040410.0,78,424.8788461538462,133.01282051282053,SEMPREX-D CAP 8-60MG
17604,64980017101.0,78,110.28217948717949,41.02564102564103,DISULFIRAM TAB 250MG
13365,51672400202.0,78,11.518974358974356,89.6025641025641,NORTRIPTYLIN CAP 25MG
7011,713022460.0,78,79.83230769230768,85.38461538461539,FLUOCIN ACET OIN 0.025%
11762,45802056201.0,78,30.15294871794873,34.23076923076923,CLINDAMYCIN SOL 1%
16402,61442012201.0,78,18.38589743589743,81.87179487179488,FAMOTIDINE TAB 40MG
19736,68382012105.0,78,28.759487179487177,42.666666666666664,AMLODIPINE BESYLATE
7363,781502001.0,78,10.187564102564105,43.07692307692308,PROCHLORPER TAB 5MG
15873,60505008000.0,78,12.449487179487177,101.1923076923077,SOTALOL HCL TAB 80MG
4041,378043401.0,78,57.784358974358966,33.84615384615385,METOPRL/HCTZ TAB 100-25MG
9730,23155004610.0,78,6.5469230769230835,67.5,HYDROCHLOROT TAB 50MG
13244,51672126402.0,78,67.52679487179486,35.61538461538461,FLUOCINONIDE OIN 0.05%
11401,43547033610.0,78,6.851410256410257,55.717948717948715,BENAZEPRIL TAB 10MG
20325,68968665008.0,78,126.56499999999996,9.025641025641026,MINIVELLE DIS 0.05MG
4536,378406601.0,78,105.62346153846148,50.0,CELECOXIB CAP 100MG
16782,62756071113.0,78,27.371025641025646,67.6923076923077,TOPIRAMATE TAB 100MG
4902,378728590.0,78,171.0828205128205,90.8974358974359,LEVONOR/ETHI TAB ESTRADIO
6645,603385621.0,78,8.194230769230765,43.1025641025641,HYDROCHLOROTHIAZIDE
15394,59762005901.0,78,38.77051282051283,48.794871794871796,ALPRAZOLAM TAB 1MG XR
20383,69097029802.0,78,202.63794871794886,106.92307692307692,DULOXETINE CAP 30MG
16057,60505265301.0,78,3.633205128205126,59.93589743589744,TRAZODONE TAB 50MG
5999,591082501.0,78,42.56987179487175,69.94871794871794,OXYCOD/APAP TAB 10-650MG
19533,68180083713.0,78,55.168974358974374,35.23076923076923,TRI-LO- TAB MARZIA
13192,51525590101.0,78,88.31858974358975,35.705128205128204,CARISOPRODOL TAB 250MG
11473,43598020851.0,78,50.472307692307645,132.75641025641025,AMOX/K CLAV SUS 400/5ML
14524,55111025960.0,78,208.53846153846138,50.57692307692308,ZIPRASIDONE CAP 80MG
12675,50419040303.0,77,177.52714285714288,37.1948051948052,SAFYRAL TAB
2755,168005415.0,77,18.15337662337663,23.376623376623378,NYSTATIN CRE 100000
5900,591034801.0,77,11.274155844155844,36.42857142857143,TRIAMTERENE-HYDROCHLOROTHIAZID
18636,67253020110.0,77,13.206493506493516,31.92207792207792,PENICILLN VK TAB 500MG
20892,99073070914.0,77,34.39428571428567,2.2857142857142856,FREESTYLE FREEDOM LITE
11315,43478090288.0,77,130.00675324675333,75.58441558441558,PROPRANOLOL HCL ER
9756,23155010301.0,77,10.755324675324683,70.36363636363636,METFORMIN TAB 850MG
4776,378620101.0,77,52.1274025974026,43.246753246753244,VERAPAMIL CAP 100MG ER
19837,68382065105.0,77,13.931688311688312,40.90909090909091,ISOSORB MONO TAB 60MG ER
3520,228212910.0,77,14.272987012987022,65.76623376623377,CLONIDINE TAB 0.3MG
19975,68462023401.0,77,36.56441558441561,34.87012987012987,FELODIPINE TAB 5MG ER
7170,781176401.0,77,38.77181818181818,154.67532467532467,IMIPRAM HCL TAB 25MG
5380,472082902.0,77,83.53948051948058,68.72727272727273,FLUOCINONIDE SOL 0.05%
12797,50458019416.0,77,32.15831168831169,41.16883116883117,ORTHO MICRON TAB 0.35MG
14714,55513076002.0,77,1112.173506493506,2.0,REPATHA SURE INJ 140MG/ML
11672,45802013135.0,77,94.76779220779216,39.8051948051948,HALOBETASOL OIN 0.05%
1434,93009001.0,77,54.28051948051947,124.41558441558442,EPITOL TAB 200MG
4848,378699052.0,77,16.00766233766234,116.88311688311688,ALBUTEROL SULFATE
9089,16571016010.0,77,7.853116883116881,122.57142857142857,TRIHEXYPHEN TAB 2MG
20919,99999340001.0,77,45.54376623376621,30.0,ADJUSTMENT TO CLAIM
11861,45963046110.0,77,104.12012987012984,62.311688311688314,LANSOPRAZOLE CAP 30MG DR
128,4036530.0,77,3267.558051948055,2.207792207792208,PEGASYS INJ PROCLICK
14226,53885000850.0,77,11.135324675324684,112.85714285714286,ONETOUCH MIS 30G
18041,65862007101.0,77,7.286883116883117,149.35064935064935,AMOXICILLIN SUS 400/5ML
19901,68462013901.0,77,143.99246753246754,93.11688311688312,OXCARBAZEPINE
11025,42571002090.0,77,32.3705194805195,30.5974025974026,SIMVASTATIN TAB 20MG
6151,591319689.0,77,32.98701298701299,46.90909090909091,TERCONAZOLE CRE 0.4%
10175,29300013201.0,77,26.739610389610387,36.5974025974026,ZALEPLON CAP 10MG
12537,50111085201.0,77,48.7618181818182,105.83116883116882,VALPROIC ACD CAP 250MG
19771,68382018001.0,77,4.714675324675321,66.75324675324676,BUSPIRONE TAB 5MG
1406,93001701.0,77,41.2888311688312,40.12987012987013,MOEXIPRIL HCL
11262,43386014028.0,77,452.83064935064954,26.98701298701299,METHYLERGON TAB 0.2MG
8650,13107000701.0,77,65.87324675324672,83.57142857142857,CITALOPRAM TAB 40MG
20585,70074057664.0,77,282.0072727272728,3275.194805194805,SIMILAC ALIM POW IRON
9486,16729002210.0,77,186.7275324675324,46.09090909090909,PIOGLITAZONE HCL
5376,472080302.0,76,199.87026315789467,67.4342105263158,DESONIDE LOT 0.05%
6560,603254021.0,76,23.832894736842107,57.026315789473685,BUTAL/APAP TAB 50-325MG
15253,59572050421.0,76,13079.474342105263,20.907894736842106,POMALYST
5353,472037145.0,76,37.70605263157893,47.473684210526315,BETAMETH VAL OIN 0.1%
18860,67877019910.0,76,41.74302631578951,34.53947368421053,AMLODIPINE BESYLATE
1630,93172110.0,76,19.205263157894727,49.31578947368421,WARFARIN SODIUM
12254,49884016111.0,76,71.42197368421046,4.2368421052631575,CALCITONIN SPR 200/ACT
19751,68382013610.0,76,85.9709210526316,53.46052631578947,LOSARTAN POTASSIUM
8777,13668009490.0,76,55.01342105263157,39.86842105263158,PRAMIPEXOLE TAB 1MG
6213,591354260.0,76,75.31776315789476,87.23684210526316,BUPROPION TAB 200MG SR
186,6057762.0,76,585.4923684210526,123.15789473684211,JANUMET TAB 50-1000
1601,93106201.0,76,38.878552631578955,72.23684210526316,SOTALOL HCL TAB 160MG
18645,67253038110.0,76,42.60065789473686,74.59210526315789,DOXAZOSIN MESYLATE
18561,66993068330.0,76,146.48249999999993,42.63157894736842,OLANZAPINE TAB 10MG
17947,65702010110.0,76,17.40407894736843,1.0,ACCU-CHEK KIT AVIVA PL
968,69047197.0,76,152.71947368421073,53.0,CHANTIX
16551,62037086220.0,76,814.2717105263157,16.0,ENOXAPARIN SODIUM
8475,10702000301.0,76,7.57473684210526,33.0921052631579,PROMETHAZINE TAB 25MG
13234,51672126003.0,76,35.21263157894738,31.44736842105263,CLOTRIMAZOLE SOL 1%
17639,64980050312.0,76,58.253552631578955,304.2763157894737,LEVOCARNITIN SOL 1GM/10ML
2748,168003315.0,76,38.92302631578948,34.06578947368421,Multi-Ingredient Compound
13075,51079067005.0,76,116.16592105263163,51.14473684210526,METHOTREXATE TAB 2.5MG
9504,16729007801.0,76,49.96302631578946,128.8815789473684,CARB/LEVO ER TAB 25-100MG
2798,168016330.0,76,110.76789473684214,43.06578947368421,CLOBETASOL CRE 0.05%
9878,24090049784.0,76,147.1438157894735,42.0,TIROSINT
5268,456142001.0,76,111.99131578947376,44.6578947368421,BYSTOLIC TAB 20MG
20322,68968661008.0,76,165.78986842105272,13.68421052631579,MINIVELLE DIS 0.1MG
13190,51525047009.0,76,832.0667105263154,808.1842105263158,CROMOLYN SOD CON 100/5ML
15547,59762371803.0,76,20.74960526315789,25.460526315789473,TRIAZOLAM TAB 0.25MG
1253,78049115.0,76,319.61263157894723,45.71052631578947,EXFORGE TAB 10-320MG
9786,23155011901.0,76,52.359605263157924,61.26315789473684,CALCITRIOL CAP 0.5MCG
12869,50458083004.0,76,390.95986842105276,96.96052631578948,NUCYNTA TAB 75MG
4636,378501201.0,76,44.385526315789555,84.47368421052632,FELODIPINE TAB 5MG ER
5778,574010770.0,76,60.1185526315789,52.6578947368421,CLOTRIMAZOLE LOZ 10MG
1194,78034642.0,76,176.962105263158,20.223684210526315,VIVELLE-DOT DIS 0.1MG
18583,66993088448.0,76,201.17289473684198,45.0,ADAPALENE GEL 0.3%
19779,68382019616.0,76,186.17,118.05263157894737,PRAMIPEXOLE TAB 0.125MG
10374,31722070210.0,76,17.62315789473684,64.73684210526316,LOSARTAN POTASSIUM 100 MG TAB
3394,186109405.0,76,126.84710526315789,86.84210526315789,METOPROLOL SUCCINATE
3580,228284903.0,76,328.1965789473686,48.94736842105263,FLUVOXAMINE CAP 150MG ER
19537,68180084413.0,76,12.86105263157895,35.36842105263158,KURVELO TAB 0.15/30
16055,60505265007.0,76,541.5067105263164,156.35526315789474,TIZANIDINE CAP 6MG
1381,87606005.0,76,98.74342105263159,102.69736842105263,GLUCOPHAGE
7748,832108000.0,76,8.723684210526322,68.85526315789474,BENZTROPINE TAB 0.5MG
6208,591354005.0,75,45.56973333333337,58.0,BUPROPION TAB 100MG SR
19319,68180024101.0,75,30.630533333333332,9.386666666666667,LEVOFLOXACIN TAB 500MG
2656,143973901.0,75,7.601866666666666,37.21333333333333,PREDNISONE TAB 10MG
6911,603646828.0,75,93.74333333333342,29.346666666666668,ZOLPIDEM TARTRATE
17837,65162089703.0,75,520.5870666666666,38.0,ARIPIPRAZOLE TAB 5MG
10067,25010071115.0,75,1759.9898666666672,112.72,LODOSYN TAB 25MG
16702,62756001640.0,75,85.12106666666661,9.693333333333333,TESTOST CYP INJ 200MG/ML
19336,68180029407.0,75,338.1436000000001,121.46666666666667,DULOXETINE CAP 20MG
4456,378351205.0,75,162.8502666666668,43.52,RISPERIDONE TAB 2MG
18007,65862002901.0,75,13.620800000000004,53.4,GLYBURIDE
4900,378728153.0,75,89.0838666666666,91.0,LEVONOR/ETHI TAB ESTRADIO
15634,59762669203.0,75,69.48693333333341,34.8,NIFEDIPINE ER
7338,781317307.0,75,481.1041333333328,4.4,SUMATRIPTAN INJ 6MG/0.5
13962,52544021928.0,75,23.061199999999985,31.733333333333334,LEENA TAB
1447,93014910.0,75,11.550799999999992,130.18666666666667,NAPROXEN TAB 500MG
10343,31722053612.0,75,67.23133333333338,168.17333333333335,LEVETIRACETA TAB 250MG
6071,591246801.0,75,11.443599999999993,149.13333333333333,METOCLOPRAM TAB 10MG
5431,487990425.0,75,53.290133333333316,139.8,ALBUTEROL NEB 1.25MG/3
4412,378311001.0,75,194.7518666666666,40.2,TEMAZEPAM CAP 7.5MG
2012,93716605.0,75,99.39199999999998,54.733333333333334,CELECOXIB 200 MG CAPSULE
18276,65862058601.0,75,111.66226666666684,56.0,AMLOD/BENAZP CAP 10-20MG
1261,78051105.0,75,282.1113333333332,164.8,TEGRETOL-XR TAB 200MG
19308,68180021706.0,75,68.65399999999997,38.8,LOSARTAN/HCT TAB 100-25
17930,65649030103.0,75,1374.3485333333335,94.06666666666666,XIFAXAN TAB 200MG
11306,43478024515.0,75,87.48813333333331,24.8,TRETINOIN GEL 0.01%
3094,173073701.0,75,629.3475999999996,14.04,IMITREX TAB 100MG
20135,68645013154.0,75,5.408400000000002,52.53333333333333,FLUOXETINE CAP 10MG
15552,59762372001.0,75,4.354133333333336,56.48,ALPRAZOLAM TAB 0.5MG
6083,591248279.0,75,80.09866666666662,9.64,DORZOLAMIDE-TIMOLOL
6186,591333130.0,75,50.25813333333328,40.42666666666667,BUPROPN HCL TAB 150MG XL
15407,59762014501.0,75,91.32306666666662,40.17333333333333,PIROXICAM CAP 20MG
3795,310021125.0,75,354.85093333333316,13.0,ZOMIG
2847,168031004.0,75,272.74586666666664,122.74666666666667,DESONIDE LOT 0.05%
14114,53489040001.0,75,126.87559999999998,193.10666666666665,NYSTATIN TAB 500000
9849,23635041201.0,75,732.8008000000002,43.17333333333333,EXALGO TAB 12MG
9792,23155012501.0,75,80.76466666666664,95.4,ROPINIROLE TAB 3MG
